#{"t_start": 1775744058.151937, "env_id": "None"}
r,l,t
7.763231,12,6.140347
-15.019651,12,6.513738
-15.021975,12,6.861265
-48.179755,59,8.461171
-21.806781,12,8.870233
-21.660474,12,9.247843
-13.533961,12,9.598448
3.60645,12,9.969238
-20.039559,14,10.398054
-19.928211,12,10.762644
8.100549,12,11.133265
-17.892098,12,11.480486
-20.906413,12,11.83814
-22.07045,12,12.201577
-20.002334,12,12.559202
26.64165,40,13.85737
-12.566959,12,14.216845
-16.734956,12,14.615075
37.141198,34,15.645709
-19.876579,12,16.025143
-19.711647,35,17.039612
31.300915,27,17.828097
-21.11565,20,18.442145
-18.976117,12,18.810259
-21.511543,12,19.181403
34.542335,27,19.994902
31.187682,26,20.739213
-15.702727,12,21.107682
-16.118867,12,21.696596
-22.076942,12,22.084745
-18.526082,12,22.446646
8.813941,12,22.799447
-21.495642,12,23.166107
-14.587406,12,23.519038
-20.978634,12,23.900876
36.892321,50,25.339332
-17.445206,12,25.706378
-21.067392,12,26.064779
-20.027306,12,26.455196
6.685168,12,26.832256
-22.343702,12,27.204648
-23.530367,12,27.595783
-20.34837,12,27.990484
-14.109923,28,28.866258
-21.51126,12,29.237643
-18.059416,12,29.844468
7.488066,12,30.22053
-6.749478,12,30.590959
7.165965,12,30.957239
-20.189324,12,31.344795
8.644483,12,31.721376
7.937816,12,32.07251
-23.63546,12,32.443361
-19.887929,12,32.790875
-15.670036,12,33.132279
8.21344,12,33.495865
8.356205,12,33.844206
5.81165,12,34.218614
32.037551,26,35.009762
7.902776,12,35.36434
-15.980035,12,35.735531
-15.202935,12,36.086475
-16.120102,12,36.465263
-15.704184,12,36.824466
-22.812362,12,37.195938
8.224432,12,37.712295
-15.144878,12,38.051996
-20.361872,12,38.410046
-15.287293,12,38.805837
-16.303948,12,39.166048
-13.965786,12,39.548949
-15.346385,12,39.910428
-26.650706,25,40.634042
-20.738447,12,41.009046
-20.630908,12,41.393453
30.597427,26,42.131378
-21.352377,12,42.48397
-20.374518,12,42.817532
-21.004973,12,43.148929
-9.117113,12,43.484025
-16.080885,12,43.838568
7.205983,12,44.184994
-17.110384,12,44.538947
2.618293,12,44.897432
-12.124682,24,45.780263
-17.699663,12,46.122009
7.13923,12,46.486935
-21.754132,19,47.063
-14.602697,12,47.421685
-20.009512,12,47.789537
-25.044478,28,48.624526
-19.70563,12,48.999933
-21.688286,12,49.359179
33.398987,38,50.439515
-22.274745,18,50.966594
-11.974899,20,51.556433
-15.511949,12,51.912706
7.951848,12,52.282906
-18.867518,12,52.60692
-19.822091,12,53.062933
-21.027973,12,53.384641
5.605192,12,53.731223
-18.914254,12,54.101786
6.40038,12,54.482306
-24.096251,12,54.84075
-6.07774,12,55.203177
-16.609478,12,55.574908
-15.793064,12,55.934794
-17.876864,12,56.279692
7.86636,12,56.649146
-18.563749,12,57.020202
-17.688442,12,57.385465
-17.519408,12,57.745957
-15.475094,12,58.098953
-15.248946,27,58.863034
-24.056936,12,59.230621
-18.644763,12,59.577208
-18.029853,12,59.950478
4.301658,12,60.317467
32.218587,26,61.2903
-15.51653,12,61.634727
-21.049588,12,62.009466
-20.454019,70,64.166468
8.667363,12,64.523335
-19.037513,12,64.905758
47.49909,76,67.134885
-23.200067,12,67.523939
-16.392318,12,67.889203
-15.746336,12,68.266547
-30.965365,70,70.539325
-17.554404,12,70.883064
6.862507,12,71.277012
-21.806272,12,71.635888
-20.84411,12,71.999503
-18.786835,18,72.539704
-16.209417,12,72.888004
-15.721346,12,73.238487
-17.28392,12,73.599164
-15.727677,12,73.962826
6.864207,12,74.328134
-30.257966,62,76.131978
8.339985,12,76.749281
-19.486496,12,77.138985
-15.484718,17,77.638565
-17.027296,12,78.033234
7.602821,12,78.390648
8.775674,12,78.77659
-17.529346,12,79.146367
-15.026195,12,79.529867
-19.393777,12,79.946717
-21.685514,12,80.33541
5.919512,12,80.717737
-13.556314,12,81.096016
-16.486938,12,81.480813
-26.466798,23,82.18774
-8.38965,12,82.546886
-41.866379,72,84.835594
-24.529781,19,85.37546
-13.758538,12,85.72986
-16.256841,12,86.102005
-17.06375,12,86.467703
-15.348029,12,86.814646
-17.748801,12,87.216651
-14.904549,12,87.556947
-14.448081,12,87.928542
-16.807236,12,88.2792
8.078831,12,88.629001
2.840388,12,89.013972
-16.316842,17,89.520788
-17.956954,12,89.85611
29.154951,23,90.544193
-27.078777,60,92.521656
-14.567645,12,92.862578
7.81901,12,93.215906
7.658385,12,93.57799
33.618325,27,94.34879
-20.846716,12,94.718301
-22.002515,12,95.096014
-14.783157,12,95.493442
-15.888577,12,95.854319
-15.218991,12,96.222795
-9.625294,12,96.594586
-20.211625,12,96.994991
-13.670938,12,97.386191
-15.564845,12,97.766619
-16.298405,12,98.135915
-19.491969,12,98.521874
-23.621733,12,98.878252
-39.832146,34,99.876835
-15.734985,12,100.434841
-15.056184,12,100.797039
-18.520436,12,101.154169
29.436775,21,101.755869
-13.916903,24,102.395879
-13.757483,12,102.733696
-19.721627,12,103.051786
-17.164244,12,103.37149
-15.054558,12,103.691387
-21.920981,12,104.016965
-20.418882,12,104.330568
-14.781586,12,104.649875
-16.667816,42,105.7013
-11.309933,12,106.014377
6.713295,12,106.319943
-15.898725,12,106.630976
-14.813935,12,106.943324
-17.783582,24,107.724832
-22.977976,12,108.05213
-35.254428,32,108.899534
-33.683954,34,109.827683
-15.956311,12,110.149267
-17.881044,12,110.470404
-19.134228,12,110.795739
5.615849,12,111.122432
-17.764579,12,111.438984
-22.47773,12,111.755822
-20.642195,12,112.08815
-17.562652,12,112.41537
1.978468,12,112.730393
-16.094702,12,113.056816
-20.027352,12,113.370776
8.081626,12,113.692324
-15.916184,25,114.552251
0.3579,12,114.866255
-21.304038,12,115.177262
-21.70005,12,115.495781
8.202257,12,115.812538
-44.707423,38,116.793119
8.098692,12,117.129497
-17.919255,12,117.441012
-19.376029,12,117.758157
-16.575543,12,118.079111
-20.911174,12,118.391861
-16.311242,14,118.774591
32.881823,24,119.390785
-14.072036,12,119.727411
-19.704359,12,120.046337
-18.196494,12,120.368423
-7.961516,12,120.695699
-16.379657,12,121.011762
-23.78458,12,121.493709
-16.179371,23,122.08153
-18.036454,12,122.395048
-19.298864,12,122.719327
-19.842784,12,123.062391
-22.541477,12,123.388232
-32.622921,32,124.191243
33.101487,27,124.88958
-37.782658,49,126.105494
-21.089689,12,126.41741
-20.961709,12,126.738487
-22.409715,12,127.06617
-22.362231,12,127.374974
-16.327095,12,127.683379
-14.91151,12,128.019176
-19.777276,12,132.023829
27.141467,19,132.527837
-15.115997,12,132.855277
-42.132344,56,134.297383
9.093602,12,134.635078
-25.462565,21,135.204329
-12.957788,18,135.672696
-17.279252,12,135.993922
-13.551466,12,136.327808
-19.707219,12,136.651775
-22.406121,12,136.986841
-22.442148,12,137.308732
-14.372388,12,137.632781
-17.784225,12,137.95785
-19.912408,12,138.274972
-3.559722,12,138.595625
48.187862,47,139.943605
-18.00429,12,140.262048
-16.581295,12,140.583819
-17.946359,12,140.897218
-16.556045,12,141.231349
-15.037943,12,141.551776
