#{"t_start": 1775529105.2067225, "env_id": "None"}
r,l,t
-1.892335,1,2.467095
-1.676642,1,2.734974
-1.119336,1,3.000246
-1.781641,1,3.222214
-1.448002,1,3.481218
-1.462662,1,3.750679
-1.20994,1,3.985013
-1.832174,1,4.261773
-1.129175,1,4.506725
-1.659193,1,4.748569
-1.822904,1,5.009361
-1.494397,1,5.248234
-1.72074,1,5.511936
-1.788766,1,5.752571
-1.352236,1,6.103408
-1.858824,1,6.365663
-1.19331,1,6.603504
-1.720035,1,6.858351
-1.87801,1,7.084272
-1.507622,1,7.397581
-1.754023,1,7.648988
-1.222639,1,7.849594
-1.4434,1,8.138532
-1.228497,1,8.407573
-1.760959,1,8.631737
-1.093106,1,8.917731
-1.280852,1,9.163325
-1.633333,1,9.463382
-1.411121,1,9.696212
-1.338528,1,9.956192
-1.549735,1,10.234156
-1.662057,1,10.485438
-1.51004,1,10.720924
-0.928509,1,10.990997
-1.762469,1,11.277787
-1.286051,1,11.534736
-1.325423,1,11.792819
-1.692407,1,12.055491
-0.563043,1,12.293373
-1.637723,1,12.566048
-1.464308,1,12.813461
-1.739151,1,13.055668
-1.632833,1,13.321268
-1.598051,1,13.615411
-1.511476,1,13.894519
-1.07559,1,14.18479
-1.721915,1,14.469092
-1.809186,1,14.729811
-1.553237,1,14.965351
-1.649235,1,15.245046
-1.181174,1,15.476044
-1.71208,1,15.749137
-1.334797,1,16.003605
-1.598153,1,16.287407
-1.793783,1,16.532257
-1.689193,1,16.834136
-1.563988,1,17.107268
-1.780885,1,17.369254
-1.60519,1,17.652176
-1.824013,1,17.934783
-1.650329,1,18.191733
-1.597672,1,18.385729
-1.572455,1,18.668932
-1.328708,1,18.924166
-1.432525,1,19.156618
-1.660726,1,19.42002
-1.808028,1,19.755336
-1.665966,1,19.958701
-1.825809,1,20.165593
-1.648669,1,20.393014
-1.523253,1,20.585613
-1.683931,1,20.815871
-1.628564,1,21.099707
-1.832408,1,21.325223
-1.336386,1,21.550274
-1.721489,1,21.821635
-1.600809,1,22.102864
-1.640103,1,22.358575
-1.183842,1,22.604599
-1.016849,1,22.878197
-1.918437,1,23.162094
-1.783318,1,23.402905
-1.209786,1,23.613137
-1.219563,1,23.862062
-1.076517,1,24.15124
-1.556771,1,24.391281
-1.947921,1,24.649086
-1.844855,1,24.876356
-1.802165,1,25.135971
-1.447499,1,25.431766
-1.735741,1,25.703952
-1.836002,1,25.97842
-1.538818,1,26.243571
-1.321826,1,26.488531
-0.96666,1,26.759241
-1.174375,1,27.021859
-1.600965,1,27.224958
-1.58337,1,27.478159
-1.747833,1,27.738951
-1.838087,1,27.990019
-1.877405,1,28.235552
-1.921096,1,28.46613
-1.646655,1,28.739894
-1.735497,1,28.953747
-0.683198,1,29.195478
-1.264089,1,29.492365
-1.888995,1,29.752611
-1.59072,1,29.976164
-2.007932,1,30.25613
-1.921526,1,30.534528
-1.819711,1,30.790591
-0.639021,1,31.048023
-1.541262,1,31.27965
-1.562697,1,31.525361
-1.762785,1,31.801025
-1.697576,1,32.04752
-1.571742,1,32.239547
-1.83304,1,32.560194
-1.496214,1,32.847781
-1.379338,1,33.086664
-1.272529,1,33.361789
-1.643926,1,33.602947
-1.575654,1,33.87487
-1.702807,1,34.120798
-1.767356,1,34.321188
-1.788076,1,34.566051
-1.611015,1,34.816745
-1.78345,1,35.037912
-1.600083,1,35.247333
-1.649935,1,35.440367
-1.779964,1,35.649193
-1.679929,1,35.96933
-2.11228,1,36.180119
-1.77839,1,36.419188
-1.47012,1,36.682284
-1.337913,1,36.975118
-1.091932,1,37.200685
