#{"t_start": 1775521256.3270252, "env_id": "None"}
r,l,t
108.549426,39,19.44158
210.274082,82,22.150553
214.816954,83,25.040029
203.869026,82,29.327892
201.69793,79,32.179287
211.307659,80,35.125653
223.927823,84,38.732883
215.774656,83,41.875892
200.368172,78,44.737954
203.484062,81,48.666746
205.062804,79,51.689575
194.379931,73,54.643189
208.762835,82,58.231294
208.996286,80,61.83092
97.583735,35,63.715843
208.636673,82,67.073756
203.100978,77,69.643893
206.596124,79,73.377656
220.15799,81,76.583899
220.649058,82,79.563016
219.101197,83,83.921148
215.038977,80,87.054477
219.542674,83,90.069854
206.214406,78,94.424871
209.005357,80,97.355485
214.780083,82,100.554572
204.539049,80,104.48145
192.420792,68,107.103915
219.687103,84,110.03537
125.345206,45,112.009412
59.715142,24,114.192727
203.423039,79,117.581265
113.06005,40,118.663333
117.18643,42,120.79258
219.793651,83,138.10042
106.316928,35,140.03646
171.687098,66,142.909432
214.281982,82,145.7702
103.418313,36,147.152412
207.157828,79,151.348938
208.082758,82,154.335993
202.984525,81,157.501414
191.898262,80,161.62139
215.66381,82,164.445981
205.542023,81,167.445399
213.117161,82,171.092794
117.463644,41,172.921644
208.568699,82,175.783874
215.936582,81,178.570943
218.108931,82,182.643333
217.897145,82,185.949295
195.912057,83,189.535792
209.51956,82,193.42468
215.501238,83,196.481599
222.850418,82,199.40451
197.962775,78,203.073684
219.844267,84,206.055101
210.62028,80,209.014194
188.801079,81,213.270614
203.098693,81,216.24418
189.414532,76,219.676764
194.336724,72,222.121548
218.44825,84,225.725205
194.937359,76,228.609592
78.665539,29,230.346312
218.953206,82,233.254549
190.57794,78,237.088366
101.585818,35,238.046786
206.785229,82,257.361247
204.319591,80,261.202451
207.974913,82,264.373113
202.342169,79,267.451641
214.952186,82,271.419342
211.808085,81,274.651195
208.489876,82,277.379102
214.440349,82,280.511981
214.925214,83,284.597766
176.4893,74,287.176729
215.154552,84,290.714117
205.538705,80,294.346087
219.309638,84,298.147995
214.134579,83,301.06967
89.265527,32,302.440696
193.748127,79,306.503639
171.897723,77,309.438286
159.748767,58,311.610399
219.075894,84,315.387624
228.824623,86,318.403239
205.530578,79,321.353708
209.424551,79,325.00556
215.190644,83,328.005201
209.626111,80,330.909904
199.882606,82,335.115233
203.031711,79,338.199385
210.87321,80,341.105506
217.218435,83,345.179038
213.967331,81,348.190218
208.742034,81,351.102204
194.401669,79,354.574629
205.096076,80,358.183292
213.014334,79,375.344893
218.645264,82,378.028589
210.915592,81,381.566411
209.620061,81,384.856835
215.980708,81,387.789627
218.441084,84,391.466759
208.793191,83,394.400932
206.420005,81,397.886389
221.350965,84,402.589243
