#{"t_start": 1775521256.3058476, "env_id": "None"}
r,l,t
213.929157,82,21.153302
213.309719,80,23.956985
200.049481,79,26.383357
103.042461,36,28.841033
216.145951,82,31.701413
214.878493,81,34.674695
218.225012,81,38.328458
220.152706,84,41.468336
60.709335,29,43.045684
216.593045,83,46.001728
193.794513,74,49.932142
213.354464,82,53.046167
206.328226,81,56.005851
193.432236,76,59.928112
198.06882,79,63.154697
205.408536,81,66.129412
218.141143,82,69.14965
202.139441,78,72.407977
210.526184,81,76.167562
214.000262,83,79.029996
131.668571,48,82.330143
209.532667,82,85.535036
214.850452,78,88.550477
211.937345,82,92.522242
216.014023,80,95.494632
210.196124,82,98.94915
208.026682,80,102.137579
212.121917,82,105.887014
165.081173,65,108.51725
142.604434,50,110.524137
132.741809,49,112.565813
209.479521,80,116.559924
209.369386,82,119.877487
215.936328,84,137.187239
216.404575,85,141.973893
212.514704,82,144.936594
213.269141,82,147.877287
204.574002,79,152.434639
204.801301,81,155.398164
200.782798,78,158.170805
214.198662,82,162.273288
202.792275,78,165.026005
219.473346,80,167.977206
207.586512,79,171.557476
138.018572,49,173.525855
199.527473,79,176.396995
225.392918,83,179.16125
214.698303,84,183.382732
195.632943,83,186.6285
215.3902,82,190.231997
210.775485,80,194.079573
211.122431,75,196.933303
197.40549,78,199.844484
218.66627,84,203.584387
209.792883,82,206.511214
236.204342,84,209.572614
223.779572,84,213.86086
203.403411,79,216.916307
137.557636,51,218.677443
211.50698,81,221.645009
214.788934,80,225.203894
200.876668,78,228.123135
207.886225,80,231.448574
192.808435,77,235.189991
214.870421,82,238.583287
146.803382,56,256.25487
204.537437,80,259.247126
202.607451,79,263.109637
153.681856,55,265.796125
213.865609,83,268.94805
205.235456,81,272.967396
209.995678,79,275.689021
210.286025,82,278.909526
207.864271,81,282.977228
212.609794,84,286.11448
211.179801,79,288.7711
203.223726,78,293.099991
143.989483,51,295.160897
110.041714,39,296.687615
214.741321,82,299.694311
213.305338,80,304.068824
209.139816,82,307.100333
203.242958,77,309.99212
208.364973,78,312.924098
215.396871,84,316.591415
218.293897,83,319.626463
206.616899,80,322.579046
189.144899,81,326.266984
200.878725,79,329.194456
219.354136,82,332.255922
209.899637,82,336.563306
218.414102,83,339.456839
204.978429,81,342.524126
199.490049,79,346.510057
211.525631,84,349.51485
220.899196,82,352.514572
109.887622,40,354.04119
203.833447,81,357.736359
204.102845,80,374.916993
205.298697,80,377.51874
123.130561,45,380.539397
216.122812,83,383.391309
215.036981,84,386.330273
206.006333,79,390.016967
192.661393,71,392.638108
200.609754,80,395.961907
199.83833,79,399.467874
