#{"t_start": 1775469560.5949953, "env_id": "None"}
r,l,t
-35.103999,46,2.174836
-42.887956,38,2.846678
-85.165831,131,4.504519
-22.909115,28,5.04036
-18.261982,20,5.424524
-84.102702,140,7.095028
-17.998031,55,7.885336
-112.031863,140,9.693736
-33.265903,43,10.373672
-22.595554,23,10.76022
-36.359971,40,11.406756
-41.518631,80,12.531242
-52.613582,71,13.54599
-73.264102,91,14.760695
-93.89098,140,17.132045
-52.947576,78,18.231714
-65.391509,63,19.053735
-9.191746,9,19.409512
-0.522531,14,19.814274
-113.038513,140,21.534256
-72.306799,96,22.754308
-65.983458,140,24.492686
-4.529159,4,24.768612
-81.750491,94,25.976209
-51.590299,71,26.905474
-113.086391,130,28.480869
-77.337064,97,29.73922
-53.106334,57,31.47328
-9.907225,30,31.93801
-40.086069,46,32.641032
-63.202448,98,33.932865
-6.830108,6,34.211492
-49.603601,72,35.233999
-16.144095,24,35.663587
-83.108027,117,37.153435
-35.44602,42,37.827122
-88.207363,140,39.619624
-103.542757,140,41.408209
-55.470163,84,42.643713
-84.606424,105,44.015147
-11.91618,14,44.350364
-59.723026,66,45.233843
-23.197903,23,46.445778
-43.326839,53,47.21356
-18.649127,23,47.680846
-71.157207,140,49.370836
-25.345389,31,49.866482
-88.865421,140,51.62259
-2.204434,17,51.972435
-31.092152,50,52.701665
-61.790893,140,54.480751
-5.939018,5,54.704448
-72.317805,100,55.975815
-19.37155,19,56.341141
-15.75235,16,56.759801
-39.663906,99,57.982517
-20.738321,41,58.582487
-46.875825,54,59.382981
-31.591804,60,60.27838
-57.948716,69,62.135217
-6.500048,5,62.346499
-45.172702,52,63.066074
-108.803882,140,64.848949
-40.453836,48,65.625671
-64.923912,77,66.683945
-75.754559,118,68.185836
-115.711784,140,69.924026
-66.58381,101,71.198484
-28.698849,44,71.895228
-80.197873,110,73.277792
-10.42378,12,73.636825
-19.352593,23,74.037901
-56.499001,94,75.238757
-39.545547,51,76.733306
-39.346686,69,77.667649
-62.465172,100,78.984152
-83.662615,140,80.682181
-11.841872,38,81.282861
-36.63772,53,82.095354
-50.456435,71,83.060469
-28.177251,35,83.649557
-36.333667,37,84.252619
-2.53278,19,84.683653
-2.077998,19,85.084373
-19.953567,23,85.569359
-54.668468,73,86.607132
-46.933725,60,87.477032
-7.946364,10,87.79594
-88.371254,135,89.612943
-91.015524,140,92.200735
-68.618001,103,93.566721
-54.033909,95,94.828171
-2.086139,19,95.22042
-6.042497,29,95.67166
-16.769505,19,96.119487
-81.85953,107,97.615348
-92.01714,140,99.343141
-59.115982,117,100.842067
-5.244889,20,101.234711
-7.072146,6,101.449794
-15.038639,32,101.996918
-22.554949,44,102.682671
-6.173307,6,102.960101
-23.025098,63,103.807895
-52.013213,52,104.564374
-47.107353,67,105.497086
-34.505483,50,106.243824
-30.84941,72,108.095264
-4.005284,3,108.342658
-13.475073,14,108.705619
-90.880312,136,110.401624
-1.994989,19,110.783628
-35.16424,48,111.57287
-73.476358,108,113.022194
-27.746219,41,113.642474
-32.982048,95,114.838916
-67.234226,128,116.46037
-54.651148,78,117.55884
-41.28669,60,118.424016
-7.736428,34,119.02342
-72.362371,99,120.298208
-55.707416,78,121.353248
-21.665807,21,121.78718
-5.466129,4,122.041873
-54.328644,100,123.842096
-33.538381,41,124.493972
-56.365697,72,125.479457
-52.664576,90,126.686397
-16.651308,59,127.605053
-49.002422,113,129.069169
-73.587603,119,130.512994
-28.195389,42,131.170689
-39.177231,84,132.333555
-79.161906,132,133.950527
-27.426501,48,134.70327
-87.067244,122,136.249345
-93.880993,140,138.669545
-4.237638,19,139.02718
-64.04559,91,140.224948
-5.279205,24,140.704112
-37.394033,69,141.691525
-6.063948,31,142.258312
-42.6362,74,143.290385
-69.856552,97,144.4783
-51.694424,55,145.247428
-50.96921,68,146.211278
-72.370776,114,147.677153
-33.00851,41,158.132623
-67.235653,117,159.624977
-34.671865,46,160.335465
-24.494294,48,161.801905
-40.331064,49,162.477773
-26.737063,53,163.278938
-100.874348,140,165.056956
-35.438446,64,165.953382
-40.755018,88,167.126557
-25.055287,34,167.70656
-12.519671,45,168.414551
-79.825714,94,169.656832
-51.651305,90,170.860128
-4.707805,24,171.351389
-7.192619,6,171.595237
-38.620484,56,172.430893
-55.255639,65,173.396309
-73.871629,95,174.60116
1.740342,9,174.896601
-35.228658,55,175.734612
-35.970498,39,176.361283
-24.522913,48,177.689753
-29.748913,49,178.446768
-22.404779,26,178.895181
-39.877694,48,179.611368
-30.709613,55,180.452495
-20.079141,31,180.982628
-110.989323,128,182.730319
-10.865736,10,183.029701
-6.266641,32,183.574613
-11.887896,38,184.213568
-5.101246,4,184.459229
-33.538388,69,185.475858
-72.324588,84,186.586106
-0.955108,12,186.904756
-31.885303,57,187.777208
2.106354,7,188.080768
-50.833538,80,189.16458
-20.832416,37,189.777328
-43.037529,65,190.7346
-15.183003,20,191.162304
-5.244566,23,191.61399
-40.86452,63,192.535095
-23.131887,33,193.105317
-50.528454,70,194.798726
-72.192489,87,195.920664
-76.894888,100,197.187159
-32.334511,44,197.903574
-29.897936,34,198.465792
-45.255632,64,199.399224
-12.595277,39,199.985432
-8.907685,30,200.529943
-47.110179,59,201.423271
-76.545106,87,202.504603
-8.237386,25,203.039405
-15.207441,43,203.850634
-39.419285,44,204.539022
-48.34933,56,205.35242
-6.459075,22,205.794855
-39.390289,83,206.914574
-46.82712,73,207.937595
-28.057763,43,208.647421
-52.316279,66,210.301449
-6.25345,22,210.728448
-6.850633,27,211.196639
-36.274212,45,211.885643
-51.552808,85,213.0208
-50.787375,74,214.027031
-36.083776,58,214.892975
-29.973724,45,215.599979
-29.504325,48,216.321591
-44.633615,85,217.526115
-42.95506,53,218.340521
-57.975798,86,219.533289
-21.861812,47,220.192125
-38.104276,47,220.895
-51.356834,73,221.885942
-6.693501,25,222.361428
-83.056928,129,224.074431
-30.092236,35,224.635284
-0.490044,14,225.000606
-20.721761,38,226.297417
-12.063421,13,226.637552
-52.884545,77,227.716529
-29.003619,51,228.537706
-45.224151,64,229.439182
-10.486943,38,230.045533
-11.34094,28,230.560331
0.515003,9,230.862371
0.10186,13,231.172358
1.419279,8,231.529206
-57.034837,69,232.562673
-36.347104,54,233.332251
-11.345128,40,233.975656
-45.191904,75,235.105511
-26.549908,26,235.539935
-4.87575,22,235.990707
-9.065391,9,236.279619
-46.743259,79,237.379832
-26.731398,74,238.469011
-6.381378,33,239.003424
-7.509274,7,239.253941
0.18612,18,239.610694
-6.624432,29,240.10943
-29.996052,45,240.830336
-7.682223,15,241.218674
-4.244707,23,241.703859
-1.40445,13,242.094072
-28.917621,34,242.671682
-35.231482,46,243.960525
-3.463712,14,244.284624
-5.365643,16,244.710877
-37.420054,56,245.49684
-52.309565,57,246.280591
-32.914688,41,246.906148
