#{"t_start": 1775527006.6928256, "env_id": "None"}
r,l,t
-1.651469,1,1.683604
-0.959127,1,3.930714
-1.180405,1,4.119413
-1.105278,1,4.309205
-1.642911,1,4.495591
-1.650162,1,4.649314
-0.97474,1,4.825536
-1.353819,1,5.011858
-1.650156,1,5.191638
-1.778356,1,5.390072
-0.991854,1,5.593211
-1.702042,1,5.825282
-1.405729,1,6.083005
-1.219898,1,6.272941
-1.710439,1,6.476763
-1.01541,1,6.643704
-1.206842,1,6.86656
-1.591001,1,7.104295
-1.010362,1,7.24363
-1.947939,1,7.395881
-1.579854,1,7.591668
-1.532585,1,7.827765
-1.721396,1,7.980627
-1.733401,1,8.131403
-1.306971,1,8.275989
-1.184931,1,8.476161
-1.817255,1,8.660442
-1.85119,1,8.827054
-1.586666,1,9.048982
-1.004629,1,9.202962
-1.18943,1,9.443393
-1.581704,1,9.667786
-1.399502,1,9.846116
-1.732446,1,10.014845
-1.556019,1,10.198568
-1.084454,1,10.380131
-1.700388,1,10.547835
-0.972474,1,10.739206
-1.108285,1,10.907031
-1.071418,1,11.080868
-1.295431,1,11.27113
-1.584277,1,11.477959
-1.051292,1,11.701894
-1.745807,1,11.8998
-1.163112,1,12.042272
-1.834174,1,12.208392
-1.540012,1,12.393607
-1.561661,1,12.554423
-1.606747,1,12.737602
-1.594059,1,12.904091
-1.048974,1,13.075137
-1.122273,1,13.308509
-1.162712,1,13.514596
-1.587623,1,13.712516
-1.181643,1,13.890849
-1.524113,1,14.082349
-1.049966,1,14.245793
-1.39945,1,14.427401
-1.5265,1,14.584444
-1.84109,1,14.72977
-1.331498,1,14.88684
-1.379272,1,15.123938
-1.515197,1,15.331398
-1.009358,1,15.587961
-1.266157,1,15.842654
-1.367051,1,16.004927
-1.845167,1,16.192727
-1.2336,1,16.445537
-1.642314,1,16.604382
-1.534319,1,16.785329
-1.267506,1,16.950457
-1.163411,1,17.098569
-1.801758,1,17.24694
-1.698904,1,17.447905
-1.657262,1,17.698038
-1.227843,1,17.853995
-1.511136,1,18.007413
-1.207708,1,18.213133
-1.468207,1,18.401031
-1.710357,1,18.598913
-1.3046,1,18.822575
-1.081704,1,19.002113
-1.257938,1,19.206048
-1.482419,1,19.413689
-1.145199,1,19.602063
-1.560743,1,19.803032
-1.81186,1,20.004213
-1.496207,1,20.222069
-1.345407,1,20.398464
-1.279131,1,20.588971
-1.840126,1,20.780777
-1.036595,1,20.958458
-1.324472,1,21.143322
-1.506825,1,21.371487
-1.049142,1,21.607421
-1.485244,1,21.782214
-1.600068,1,21.956007
-1.75551,1,22.100567
-0.617139,1,22.277517
-1.755816,1,22.47066
-1.572568,1,22.643857
-1.132355,1,22.816191
-1.246684,1,22.977379
-1.48464,1,23.120429
-1.664055,1,23.306072
-1.755329,1,23.519022
-1.008348,1,23.691071
-1.932629,1,23.88715
-1.945051,1,24.064633
-1.692899,1,24.28035
-1.408148,1,24.459852
-2.06664,1,24.677722
-1.95772,1,24.88808
-1.667072,1,25.103552
-1.601697,1,25.245314
-1.538804,1,25.449982
-1.121193,1,25.697139
-1.107192,1,25.914728
-1.298934,1,26.164968
-1.335093,1,26.348064
-1.145777,1,26.557878
-1.667446,1,26.707819
-1.614873,1,26.918062
-1.190329,1,27.049646
-1.515162,1,27.231456
-1.574832,1,27.431638
-1.647728,1,27.638321
-1.613211,1,27.845217
-1.532361,1,28.015657
-1.56379,1,28.178188
-1.861503,1,28.382477
-1.671128,1,28.585156
-1.609705,1,28.757528
-1.090052,1,28.971449
-1.901412,1,29.152698
-1.312928,1,29.366333
-1.453471,1,29.56107
-1.591518,1,29.747664
-0.555729,1,29.96143
-1.22936,1,30.124453
-1.830321,1,30.356327
-1.864848,1,30.554325
-1.100886,1,30.703594
-1.487957,1,30.895032
-1.090475,1,31.099255
-1.143622,1,31.291939
-1.101567,1,31.530404
-1.440457,1,31.741179
-1.576301,1,31.905695
-1.495089,1,32.153716
-1.72078,1,32.322301
-1.69172,1,32.542492
-1.583138,1,32.771129
-1.671742,1,32.946821
-1.538312,1,33.139534
-1.073023,1,33.341879
-0.987538,1,33.525141
-1.19819,1,33.692945
-1.729957,1,33.91987
-1.428445,1,34.115725
-1.78986,1,34.276014
-1.16464,1,34.452821
-1.496671,1,34.639368
-1.182948,1,34.815983
-1.545509,1,34.990616
-1.516168,1,35.190878
-1.206389,1,35.349615
-1.440853,1,35.525094
-1.12281,1,35.716668
-1.582306,1,35.939329
-1.238008,1,36.11248
-0.874527,1,36.320591
-1.129584,1,36.524424
-1.200712,1,36.746677
-1.45537,1,36.947553
-1.711362,1,37.158084
-1.375025,1,37.3521
-1.56763,1,37.571654
-1.11631,1,37.763982
-1.692242,1,37.952052
-1.869285,1,38.141788
-1.103194,1,38.346589
-1.085279,1,38.531574
-1.551491,1,38.767986
-1.341699,1,38.926838
-1.62451,1,39.109421
-1.375491,1,39.324925
