#{"t_start": 1773842313.3215413, "env_id": "None"}
r,l,t
1.398033,500,12.502471
1.581816,500,23.046618
1.3506,500,34.260985
0.799642,500,45.38369
0.696781,500,110.403403
1.509397,500,125.941548
0.655285,500,132.196491
0.236522,500,136.905789
0.732594,500,142.648283
0.883357,500,147.092134
2.862169,500,151.901343
1.098614,500,156.084174
0.37966,500,161.306986
1.8691,500,165.349824
2.200238,500,169.571348
17.211981,500,173.703028
3.37038,500,178.868012
2.219489,500,183.06969
2.737977,500,187.067906
29.390531,500,191.277514
2.988147,500,196.759831
2.723276,500,200.873973
5.418327,500,204.891741
27.641102,500,209.041729
7.176519,500,214.371114
1.096353,500,218.454996
13.539196,500,222.469218
6.438595,500,226.502309
17.354238,500,232.077661
26.242122,500,236.286622
22.990749,500,240.440201
28.399028,500,244.563807
22.352153,500,250.163392
12.565151,500,254.122203
55.081418,500,258.192984
2.633366,500,262.138848
21.034145,500,267.426241
12.607476,500,271.449078
11.940603,500,275.600405
27.360641,500,279.92507
9.101576,500,285.06117
28.928827,500,289.209893
35.354011,500,293.306458
62.289462,500,297.623087
26.372661,500,301.650277
19.404927,500,307.321825
8.983859,500,311.303767
3.418532,500,315.291077
16.312446,500,319.399282
12.029578,500,324.627103
10.384679,500,328.586825
37.986426,500,332.688822
13.202732,500,336.970373
45.422225,500,342.290043
31.566579,500,346.392229
10.004814,500,350.487968
24.923406,500,354.588634
5.843486,500,359.872922
22.889161,500,364.085315
12.472913,500,368.18643
10.352162,500,372.540861
7.956973,500,377.644968
18.580004,500,381.899725
28.596621,500,386.036508
20.808081,500,390.303928
32.506893,500,396.922309
15.789103,500,401.210237
25.113141,500,405.466295
44.304207,500,409.619501
16.592603,500,414.858802
35.13053,500,418.992917
26.851964,500,423.341185
74.723363,500,427.548255
20.484269,500,432.61612
67.966557,500,436.98708
36.675112,500,441.35515
18.898335,500,445.496583
96.895273,500,451.296194
53.475486,500,455.463552
16.890171,500,459.656454
127.383248,500,464.258078
37.492883,500,469.968643
37.954888,500,474.221308
98.159319,500,478.82444
15.881488,500,482.941805
14.334102,500,487.815274
15.7544,500,493.431602
28.369201,500,497.702412
14.60509,500,501.890064
24.20644,500,506.256146
23.320841,500,511.70364
30.669211,500,516.058126
35.77868,500,520.289553
43.4904,500,524.606007
39.711151,500,533.053771
22.531732,500,537.755843
52.695081,500,541.936736
8.46957,500,546.181013
65.466075,500,551.451696
30.03797,500,555.734496
33.427328,500,560.407308
54.156102,500,565.005918
48.315116,500,570.597961
25.057277,500,574.99943
37.690209,500,579.234463
34.820904,500,583.59374
17.163017,500,588.936048
5.953318,500,593.298112
25.54498,500,597.765688
34.754266,500,602.120743
53.884729,500,607.756283
62.533975,500,612.165469
14.881149,500,616.581067
19.077589,500,621.054965
9.832461,500,626.39142
75.831064,500,630.927669
31.503134,500,635.421365
6.738866,500,639.860075
24.505254,500,645.468883
37.357275,500,650.090126
44.966536,500,654.594801
66.146057,500,658.887976
137.22395,500,664.857692
20.093646,500,669.312792
30.142045,500,673.548623
24.89128,500,678.090955
12.016687,500,683.764454
14.907892,500,688.328918
54.85121,500,692.836237
56.873085,500,697.118112
39.748928,500,701.526769
88.536171,500,706.73466
36.928122,500,710.940829
88.223976,500,715.29051
33.965959,500,719.490462
95.307316,500,725.039699
105.409138,500,729.463185
116.692107,500,733.705474
81.430517,500,738.000492
99.090341,500,743.535933
159.294752,500,748.315702
36.699803,500,752.463618
40.098696,500,756.687116
81.942817,500,762.077405
17.092829,500,766.215706
67.375861,500,770.564179
76.738739,500,774.837765
31.176945,500,780.45555
11.072208,500,784.557849
38.335731,500,788.950702
24.448817,500,793.182637
37.165678,500,799.071938
90.982431,500,803.145542
81.067422,500,807.472098
82.30383,500,811.749693
44.378955,500,817.570145
151.758157,500,822.330369
39.76703,500,826.469288
89.60896,500,830.737691
29.718936,500,835.937042
29.850728,500,840.13643
74.462904,500,844.457123
95.359185,500,848.670692
63.201168,500,854.019368
23.519864,500,858.181906
18.46133,500,862.448029
38.801735,500,866.578284
126.681076,500,872.190674
24.166165,500,876.606991
113.522505,500,881.14729
29.151026,500,885.268186
81.628524,500,889.544936
170.054695,500,895.516041
26.086019,500,899.871084
70.043092,500,904.073386
62.639883,500,908.286524
90.219062,500,913.413764
82.749289,500,917.675164
100.457921,500,922.077811
24.539257,500,926.270855
135.910179,500,931.74503
117.172169,500,935.995658
52.562662,500,940.321549
61.658692,500,944.585228
84.761852,500,949.999671
56.937742,500,954.317673
59.140848,500,958.622636
151.391171,500,962.958314
86.573802,500,968.08986
69.038732,500,972.405996
66.661348,500,976.617705
143.743355,500,981.103627
62.232605,500,986.23784
146.344814,500,990.915853
128.889168,500,995.410913
98.81158,500,1000.087664
67.52275,500,1006.409317
105.795398,500,1011.000641
53.637418,500,1015.591052
134.933197,500,1020.217297
