#{"t_start": 1775523386.0162048, "env_id": "None"}
r,l,t
60.497402,81,18.711593
68.120781,81,21.434449
53.173365,82,38.740067
36.388913,80,42.121863
54.833891,83,44.904431
-62.804582,81,47.789749
68.385507,82,50.747422
67.843294,83,53.709694
-137.667967,77,56.430205
23.40957,12,57.329567
80.774309,80,61.230145
-37.431601,79,63.770793
85.897562,80,67.214508
112.812261,78,70.46843
90.638558,83,73.773685
66.679374,81,76.468636
90.121862,80,80.208687
68.942177,79,82.938034
98.413153,83,86.295156
27.572277,12,86.887577
73.439396,74,91.116618
133.815031,81,93.569218
23.775353,82,96.504143
68.954776,79,100.007791
85.213376,79,103.066371
65.219765,81,106.063506
90.111066,80,108.902695
85.027168,83,112.605169
106.975579,82,115.493221
92.690235,82,118.414449
-61.491512,82,122.377197
130.725724,81,125.212713
95.856086,81,128.343974
89.248942,82,131.879382
84.653781,82,134.726743
-56.525327,78,151.92464
-7.157332,83,155.514081
77.80785,80,158.319828
74.380444,82,161.13919
106.283874,81,165.068663
110.389935,82,169.06042
132.096814,80,171.800015
-22.562261,77,175.473637
23.031055,10,176.375863
25.824788,12,176.912993
79.05483,78,180.015388
31.349127,79,182.350302
24.016834,11,183.318659
103.175374,80,186.91974
-10.546397,78,189.661795
75.914659,80,192.441417
7.924256,83,196.210021
117.211372,82,199.564755
76.239863,80,202.443818
119.050731,82,205.370491
130.290533,81,209.642469
96.075518,79,212.771652
88.514284,80,215.628938
5.222636,77,219.096887
73.085574,78,221.893681
89.347473,79,225.071782
116.283951,78,228.838713
130.405149,79,232.072871
125.159247,78,234.874016
116.761895,82,238.97679
96.928015,80,241.769037
21.176215,8,242.238165
34.84601,78,245.635203
100.273815,80,248.926405
84.27977,80,265.864021
97.011186,80,268.644633
118.778459,81,271.431967
170.853586,84,275.192367
26.265316,13,275.805169
118.237107,81,279.037512
130.395481,79,281.877951
23.756397,80,286.207223
106.61768,82,288.971186
27.234158,12,289.556561
39.332814,85,293.020412
107.876818,80,296.873525
147.579428,80,299.602281
125.03575,78,302.260599
20.925578,83,305.855301
127.33771,74,309.050817
17.613157,76,312.320631
138.469206,81,315.886629
180.574463,83,319.116644
149.630484,79,321.813255
165.555193,82,325.824123
112.248549,82,328.982845
162.831492,84,331.758223
29.908842,13,332.311505
84.732641,79,335.681504
149.919056,84,338.25069
134.233856,78,341.432079
147.048402,79,345.64335
30.388924,14,346.246092
114.078151,81,349.475637
101.422613,78,352.61221
169.577438,80,355.74638
108.763983,82,358.528424
27.021351,12,359.057977
136.468457,78,361.85557
26.361198,11,362.364232
