#{"t_start": 1775529549.3850222, "env_id": "None"}
r,l,t
-1.16867,1,2.361865
-1.568112,1,4.659027
-1.70563,1,4.940844
-1.610525,1,5.201716
-2.299575,1,5.473521
-1.748078,1,5.679965
-1.761239,1,5.907932
-1.344956,1,6.15067
-1.047402,1,6.433162
-1.553614,1,6.664272
-1.740735,1,6.952887
-1.502263,1,7.215341
-1.63146,1,7.504252
-1.484529,1,7.779719
-1.420504,1,8.067631
-1.493432,1,8.350847
-1.327855,1,8.60536
-1.838116,1,8.867251
-1.054842,1,9.111998
-1.709868,1,9.447278
-1.305015,1,9.651247
-1.492177,1,9.933667
-1.898767,1,10.215575
-1.774516,1,10.498623
-1.677046,1,10.746521
-1.689656,1,10.969662
-1.046317,1,11.236641
-1.628924,1,11.502913
-1.707011,1,11.728635
-1.18303,1,12.007131
-1.537987,1,12.254829
-1.161796,1,12.555676
-1.712661,1,12.885842
-1.079281,1,13.168252
-1.725191,1,13.452491
-1.534978,1,13.740022
-1.782326,1,13.994123
-1.182704,1,14.251907
-1.360326,1,14.514501
-1.804309,1,14.778493
-1.697411,1,15.052563
-1.094605,1,15.307529
-1.209285,1,15.578318
-1.733634,1,15.917563
-1.642066,1,16.171782
-1.085594,1,16.461249
-1.873328,1,16.746616
-1.656487,1,17.044581
-1.831168,1,17.275025
-1.851434,1,17.577002
-1.131543,1,17.79024
-1.716647,1,18.065368
-1.930087,1,18.289582
-1.670858,1,18.480913
-1.755767,1,18.702771
-1.44206,1,18.952314
-1.717249,1,19.168999
-1.478262,1,19.428394
-1.836917,1,19.647813
-1.557534,1,19.90497
-1.774786,1,20.177488
-1.742306,1,20.382562
-1.670472,1,20.590048
-1.330562,1,20.857803
-1.733712,1,21.078393
-0.581993,1,21.291886
-1.440646,1,21.542381
-1.761239,1,21.73323
-1.513813,1,21.963923
-1.568397,1,22.200374
-1.290525,1,22.412298
-1.284374,1,22.654501
-1.753325,1,22.864875
-1.458179,1,23.077772
-1.69397,1,23.26539
-1.121148,1,23.502179
-1.962599,1,23.696874
-1.656433,1,23.955999
-2.004175,1,24.196477
-1.66597,1,24.43815
-1.210046,1,24.63502
-1.278131,1,24.863497
-1.817135,1,25.103885
-1.940273,1,25.321801
-1.659615,1,25.544793
-1.75846,1,25.781261
-1.682888,1,25.966757
