#{"t_start": 1775529549.420023, "env_id": "None"}
r,l,t
-2.093808,1,2.326791
-1.518937,1,4.624954
-1.320653,1,4.904011
-1.63318,1,5.167857
-1.867939,1,5.43643
-2.014074,1,5.64475
-1.093261,1,5.873915
-2.192116,1,6.114737
-1.192729,1,6.398052
-1.242873,1,6.628378
-1.7522,1,6.917891
-1.613996,1,7.183148
-1.110383,1,7.47328
-1.703449,1,7.74495
-1.281093,1,8.032968
-1.5095,1,8.317071
-1.731409,1,8.570356
-1.81397,1,8.83237
-1.691607,1,9.077288
-1.445403,1,9.409748
-1.244936,1,9.615977
-1.177364,1,9.89966
-1.527838,1,10.180842
-1.732534,1,10.462674
-1.74111,1,10.709484
-1.432223,1,10.934162
-1.697998,1,11.201168
-1.551009,1,11.468756
-1.674545,1,11.691663
-1.555858,1,11.969481
-1.243158,1,12.218277
-1.173008,1,12.521945
-1.855417,1,12.849772
-1.436584,1,13.132167
-1.445151,1,13.417925
-1.873281,1,13.704337
-1.216215,1,13.956495
-1.610078,1,14.217334
-1.337089,1,14.478927
-1.626287,1,14.744395
-1.034533,1,15.014819
-1.435775,1,15.270533
-0.949894,1,15.545979
-1.714532,1,15.881828
-1.64131,1,16.137928
-1.373358,1,16.423068
-1.243624,1,16.71627
-1.517592,1,17.010895
-1.763201,1,17.239353
-1.729894,1,17.541796
-1.762252,1,17.755866
-1.84743,1,18.031546
-1.612673,1,18.25443
-1.461471,1,18.447254
-1.863234,1,18.667645
-1.786527,1,18.923884
-1.986435,1,19.146681
-1.914682,1,19.392872
-1.642078,1,19.612848
-1.712367,1,19.869969
-1.730677,1,20.142488
-1.904164,1,20.348609
-1.185954,1,20.556256
-1.777437,1,20.834422
-1.138821,1,21.042748
-1.029788,1,21.256871
-1.4234,1,21.507373
-1.394416,1,21.69646
-1.645832,1,21.930658
-1.750158,1,22.165466
-1.70121,1,22.379164
-1.676484,1,22.620181
-1.636966,1,22.828214
-2.066697,1,23.04404
-1.553792,1,23.230436
-1.397415,1,23.467421
-1.528275,1,23.658548
-1.506663,1,23.910665
-2.067204,1,24.160849
-1.58647,1,24.400505
-1.151181,1,24.60107
-1.668297,1,24.83275
-1.823727,1,25.073376
-1.467138,1,25.287662
-2.020506,1,25.509466
-1.327041,1,25.746419
-1.849599,1,25.931664
-1.667814,1,26.119903
-1.697914,1,26.35994
-1.541035,1,26.588626
-1.138611,1,26.818435
-1.7022,1,27.139529
-1.822094,1,27.356427
-1.093398,1,27.558742
-1.583905,1,27.804033
-1.847367,1,28.048694
-1.401916,1,28.256951
-1.071268,1,28.479774
-1.398004,1,28.75336
-1.489162,1,28.958117
-1.69177,1,29.197501
-1.579517,1,29.424414
-1.456606,1,29.642006
-1.689366,1,29.848223
-1.690599,1,30.047741
-1.266826,1,30.328184
-1.628435,1,30.563163
-1.812603,1,30.785133
-1.775294,1,31.054922
-1.764709,1,31.293531
-1.223125,1,31.503836
-0.978594,1,31.721287
-1.852272,1,31.917549
-1.276902,1,32.146608
-1.834683,1,32.383435
-1.255374,1,32.593296
-1.501011,1,32.786045
-1.071374,1,33.044201
-1.063398,1,33.25871
-0.915589,1,33.500175
-1.198391,1,33.709456
-1.517162,1,33.921872
-1.127131,1,34.132272
-1.312534,1,34.331219
-1.651145,1,34.522491
-1.352938,1,34.730213
-1.69529,1,34.977151
-1.6076,1,35.196664
-1.944432,1,35.408107
-1.59247,1,35.604637
-1.68334,1,35.836839
-1.244772,1,36.040929
-1.831458,1,36.242002
-1.526698,1,36.521558
-1.574613,1,36.761724
-1.613924,1,37.013643
-1.744842,1,37.254206
-1.413195,1,37.490585
-1.884773,1,37.762928
-1.273542,1,38.012382
-1.61408,1,38.271533
-1.624127,1,38.566109
-1.640039,1,38.901551
-1.455439,1,39.170431
-0.977093,1,39.370691
-1.349022,1,39.637154
-1.692877,1,39.933233
-0.588923,1,40.17771
-1.638785,1,40.442251
-1.391788,1,40.729803
-1.815765,1,40.985339
-1.077135,1,41.19774
-1.430904,1,41.486454
-1.671508,1,41.719972
-1.164834,1,42.006846
-1.690232,1,42.253642
-1.05232,1,42.501676
-1.547504,1,42.75999
-1.635609,1,43.011749
-1.749675,1,43.243615
-0.943006,1,43.50199
-1.729582,1,43.798499
-1.833437,1,44.037865
