#{"t_start": 1775529205.7265093, "env_id": "None"}
r,l,t
-1.726011,1,2.542635
-1.680767,1,2.808046
-1.526114,1,3.028374
-1.105712,1,3.322166
-1.64777,1,3.595532
-1.520146,1,3.804512
-1.314551,1,4.011284
-1.715641,1,4.248328
-1.040238,1,4.480958
-1.391459,1,4.669734
-1.85307,1,4.942356
-1.575905,1,5.205949
-1.668895,1,5.450016
-1.126022,1,5.694293
-1.511973,1,5.94185
-1.422537,1,6.17192
-1.05667,1,6.456275
-1.730641,1,6.718118
-1.180057,1,6.984115
-1.643709,1,7.211349
-1.210572,1,7.524099
-1.536381,1,7.792575
-1.847999,1,8.119077
-1.043881,1,8.459525
-1.604676,1,8.752558
-1.649412,1,9.017045
-1.849443,1,9.30814
-1.834598,1,9.647925
-1.26437,1,9.891454
-1.659901,1,10.183644
-1.557069,1,10.434246
-1.729921,1,10.718343
-1.543096,1,10.954841
-0.535438,1,11.200089
-1.276167,1,11.469068
-1.632187,1,11.729694
-1.118673,1,11.973519
-1.694498,1,12.199359
-1.444905,1,12.478049
-1.667649,1,12.761267
-1.432614,1,12.986522
-1.552603,1,13.273155
-1.635422,1,13.552442
-1.024365,1,13.774693
-1.582228,1,14.062783
-1.110897,1,14.320041
-1.956906,1,14.556346
-1.872116,1,14.836448
-1.150753,1,15.052246
-1.566754,1,15.329376
-1.88291,1,15.662006
-1.618883,1,15.908535
-1.696293,1,16.191478
-1.557617,1,16.51138
-1.743324,1,16.759204
-1.68442,1,17.007939
-1.150217,1,17.314263
-1.671809,1,17.593005
-1.657728,1,17.883578
-1.915956,1,18.165003
-1.584244,1,18.391569
-1.527819,1,18.70465
-1.090878,1,19.013018
-1.513565,1,19.267627
-1.100519,1,19.503092
-1.268993,1,19.801023
-1.912225,1,20.088871
-1.786713,1,20.39952
-1.643616,1,20.674266
-1.255395,1,20.93179
-1.614802,1,21.208461
-1.196291,1,21.466238
-1.790062,1,21.733408
-1.735474,1,21.996021
-1.172331,1,22.221421
-1.895955,1,22.50212
-1.735062,1,22.754917
-1.24152,1,23.061128
-1.679559,1,23.358494
-1.639369,1,23.707474
-1.693572,1,23.953368
-1.3331,1,24.244091
-1.447576,1,24.497885
-1.601255,1,24.789886
-1.670501,1,25.07419
-1.726695,1,25.330766
-1.836874,1,25.582396
-1.925582,1,25.861619
-1.905345,1,26.19026
-1.694826,1,26.429975
-1.68853,1,26.736365
-1.603889,1,27.006162
-1.524554,1,27.296415
-1.91381,1,27.599517
-1.257273,1,27.906652
-1.695099,1,28.182319
-1.073096,1,28.475546
-1.545274,1,28.725099
-1.54288,1,29.021237
-1.546153,1,29.268715
-1.901479,1,29.548718
-1.223414,1,29.798813
-1.567778,1,30.071099
-1.321248,1,30.325221
-1.752094,1,30.642231
-1.607609,1,30.960241
-1.058351,1,31.248246
-1.632576,1,31.535255
-2.183195,1,31.796656
-2.058879,1,32.084942
-1.80737,1,32.335882
-1.08595,1,32.645764
-1.853701,1,32.966656
-1.497376,1,33.265177
-1.753411,1,33.525421
-1.692798,1,33.791287
-1.625518,1,34.020962
-1.329482,1,34.336886
-1.903163,1,34.665861
-1.6561,1,34.898993
-1.282392,1,35.1402
-1.424498,1,35.461224
-1.590837,1,35.711461
-1.890682,1,35.937918
-1.871147,1,36.194803
-1.737114,1,36.521572
-1.05194,1,36.807774
-1.535854,1,37.083741
-1.557315,1,37.335539
-1.176469,1,37.620041
-1.596803,1,37.894759
-1.347177,1,38.167536
-1.882326,1,38.456254
-1.70957,1,38.739043
-0.924192,1,39.002472
-1.918421,1,39.314147
-1.562741,1,39.614032
-1.188995,1,39.87061
-1.122507,1,40.137701
-1.446029,1,40.402688
-1.510585,1,40.692043
-1.866872,1,40.919991
-1.35405,1,41.186791
-1.73408,1,41.467768
-1.470575,1,41.745835
-1.55151,1,42.017581
-1.727937,1,42.283589
-1.624231,1,42.575243
-1.130612,1,42.861399
-1.883494,1,43.105819
-1.148628,1,43.421879
-1.316916,1,43.658799
