#{"t_start": 1775826787.5533555, "env_id": "None"}
r,l,t
-16.425463,12,4.641701
-19.757261,12,4.771716
-17.458887,12,4.911754
-23.853502,12,5.039494
-16.796852,12,5.171896
-14.951637,12,5.304696
-12.998201,12,5.435215
5.315816,12,5.570084
-12.00405,12,5.70195
-10.110941,12,5.835874
-10.592666,12,6.068643
7.705191,12,6.19535
14.443622,12,6.324767
-24.997781,12,6.463257
-23.553173,12,6.593412
-22.780456,12,6.728534
-22.394174,12,6.872244
-4.207689,12,7.004516
7.950164,12,7.141557
-24.282895,12,7.278655
13.194021,12,7.405007
-15.57658,12,7.888235
-3.843651,12,8.019656
-13.617536,12,8.163573
-24.156908,12,8.300225
-15.339267,12,8.434312
-16.685908,12,8.566001
8.335399,12,8.702208
7.099619,12,8.837016
-17.660903,12,8.971318
-13.38511,12,9.102157
-15.301615,12,9.230839
-11.180747,12,9.46004
-16.996965,12,9.588285
-11.734685,12,9.720016
14.088887,12,9.853907
6.272167,12,9.998173
-10.187083,12,10.130573
-12.060764,12,10.261084
14.345256,12,10.420152
-17.985245,12,10.550628
-16.919703,12,10.679212
