#{"t_start": 1775520290.5400224, "env_id": "None"}
r,l,t
217.138564,83,5.014355
156.796268,55,7.249057
224.949403,81,9.653668
227.056301,83,13.62232
225.588944,83,16.612488
228.474541,84,20.173731
226.767411,84,24.422896
195.06726,73,27.448371
91.743915,32,28.685264
224.876239,82,31.923454
216.567624,77,35.918707
223.81314,84,39.570497
194.46978,70,41.893229
90.46443,31,43.105268
224.712017,86,46.959852
229.44798,87,50.172254
219.44893,82,53.855642
223.359821,85,57.790787
220.919663,85,61.376285
117.674033,42,63.233909
229.814131,85,67.183519
91.383903,33,68.53157
221.175391,83,72.016758
214.4296,82,74.900108
229.760314,84,78.948274
213.580675,83,82.062437
104.879581,36,82.975692
224.534415,85,85.820296
219.137996,83,90.275398
114.674507,41,92.106531
216.183202,75,94.017358
206.088877,83,98.769945
220.564845,85,101.620995
215.370358,85,105.240527
225.806849,87,123.393861
211.209635,80,126.147409
229.91152,87,128.931261
239.335269,88,133.315919
128.26485,47,134.503321
196.705213,79,137.702622
183.398973,64,140.293176
220.751354,86,143.99997
214.611598,84,146.774213
119.256912,41,148.403529
228.810123,86,151.930942
212.479201,82,156.010767
119.251483,42,157.035273
233.289892,88,159.929529
218.07672,78,163.662959
155.751429,58,165.661281
217.468374,84,168.923807
74.397419,25,169.677175
135.748132,48,171.633022
210.082086,76,175.012492
208.307657,81,177.858271
77.856418,28,179.021939
218.247983,86,182.576874
230.116407,86,185.617418
207.57344,82,188.908025
220.053727,85,192.128696
228.325685,87,195.905782
222.185504,84,198.96818
212.795245,83,201.908109
217.091384,84,205.360013
223.444077,87,208.335669
235.129157,87,211.412836
222.928576,83,215.212727
199.581051,86,232.981622
126.964476,45,234.702506
231.088673,84,238.672915
221.118964,86,241.675648
127.681516,44,243.726309
217.462924,82,246.372629
232.388635,87,249.625947
219.081707,85,252.960663
115.285823,41,254.685529
221.374215,85,258.445409
161.431026,83,261.607624
213.828986,82,264.528695
217.887965,84,268.201338
225.356167,85,271.112071
232.995913,87,273.948028
116.364726,41,275.682238
227.192549,85,279.392626
231.401014,86,282.245692
221.730825,86,285.796925
218.899898,84,289.218669
224.071152,86,291.791641
165.107284,60,294.248812
241.303314,89,298.246689
225.944587,87,301.404308
216.560501,84,304.465784
91.644776,31,305.320385
227.44094,86,309.075481
213.509587,84,311.891546
110.421431,39,314.191558
230.239489,87,318.311555
100.838086,35,319.835196
217.60881,83,323.079657
230.745385,83,327.183277
234.932336,88,330.945741
211.517907,81,348.450351
221.24747,89,351.796704
142.94319,50,354.112588
218.659327,81,357.065067
220.123314,83,360.250291
223.827528,82,364.509885
210.292671,84,367.439221
208.24406,81,369.957552
97.244437,35,370.856485
218.888569,78,374.427763
141.208649,51,376.7379
155.587309,57,379.190295
216.658233,84,382.040722
215.251404,83,386.03532
223.103263,84,388.957402
228.789343,86,391.706501
231.815182,86,395.218265
178.816276,64,397.554218
199.207873,82,400.565575
216.94539,88,404.52963
210.138832,83,407.689008
94.97914,33,409.165617
181.593409,65,411.217725
225.581943,87,414.893145
235.414608,87,418.222443
231.016549,87,421.127912
203.803627,73,424.607119
212.190355,82,427.964002
217.984593,81,430.659499
228.729808,86,433.936568
211.499014,82,436.422405
214.054691,86,439.977207
231.222116,87,458.619176
230.298472,87,461.665745
221.297801,83,464.789406
220.421302,85,469.040463
215.493132,84,471.874889
82.981258,28,472.639928
162.866804,57,475.210768
229.948289,86,478.99773
222.117403,86,481.847993
221.183678,84,484.695435
214.409263,89,488.650442
220.855416,87,491.722529
218.349996,85,494.591551
233.836082,87,498.344532
122.445129,44,499.850367
172.151755,61,502.066532
224.776178,84,505.678463
226.735671,87,509.494855
154.122792,57,511.156342
217.226162,84,514.199007
208.850059,82,517.861392
219.0965,83,520.292974
156.603565,59,522.069558
231.09347,88,525.674271
221.224347,86,528.666058
221.108184,86,531.752535
220.338865,86,536.040537
214.221189,81,538.9377
220.040838,83,541.59465
202.875594,82,544.388987
218.592704,84,547.636406
229.611837,86,550.831305
214.309157,83,568.066431
222.174109,85,572.338574
214.387206,85,575.116544
227.557857,88,578.087976
224.339561,85,581.602284
229.811538,88,584.467698
210.454793,82,587.296511
63.822834,26,589.992554
225.787176,86,593.094464
228.494141,86,596.262481
219.104144,85,600.432041
224.249201,87,603.22603
206.344926,83,605.896744
155.27373,57,607.836589
216.386128,84,611.453964
227.725844,87,614.746942
210.26808,82,618.166888
225.331782,85,622.878443
233.338252,86,626.095034
223.750096,87,629.849588
