#{"t_start": 1775526018.9060435, "env_id": "None"}
r,l,t
-1.722312,1,1.596403
-1.409932,1,1.85161
-1.533348,1,2.020746
-1.583273,1,2.24431
-1.789931,1,2.452321
-1.607802,1,2.621543
-1.155523,1,2.808686
-1.529729,1,3.071758
-1.58241,1,3.283358
-1.360264,1,3.437151
-1.876647,1,3.658625
-1.476753,1,3.871242
-1.775869,1,4.086968
-1.645709,1,4.29453
-1.327841,1,4.486924
-1.841895,1,4.691224
-1.164293,1,4.854929
-1.203751,1,5.071988
-1.841774,1,5.273446
-1.661867,1,5.458542
-1.756547,1,5.659541
-1.594836,1,5.853669
-1.526458,1,6.135632
-1.213762,1,6.354745
-1.179888,1,6.53922
-1.513024,1,6.723921
-1.63725,1,6.938773
-1.772609,1,7.094415
-1.691352,1,7.272028
-1.372217,1,7.443164
-1.527815,1,7.62768
-1.327761,1,7.84366
-2.073498,1,8.036796
-1.111126,1,8.200547
-1.291841,1,8.407972
-1.927577,1,8.622271
-1.213996,1,8.824583
-2.037623,1,9.03553
-1.011297,1,9.25209
-1.649359,1,9.414793
-1.630074,1,9.627653
-1.701423,1,9.833308
-1.720557,1,10.043138
-1.26759,1,10.20243
-1.939003,1,10.412987
-1.065916,1,10.610992
-1.592999,1,10.753091
-1.20161,1,10.952572
-1.943143,1,11.099907
-1.558172,1,11.297582
-1.649681,1,11.501889
-1.789957,1,11.675959
-1.68426,1,11.917756
-1.736915,1,12.126755
-1.347654,1,12.319803
-1.651755,1,12.508621
-1.828591,1,12.701822
-1.799764,1,12.877067
-1.584326,1,13.123702
-1.6896,1,13.287393
-1.099946,1,13.455622
-1.176714,1,13.657257
-1.892319,1,13.87171
-1.104886,1,14.081425
-1.567514,1,14.287591
-1.964135,1,14.526845
-1.841,1,14.690222
-1.518424,1,14.867898
-1.451181,1,15.09107
-1.768864,1,15.245274
-1.144074,1,15.441447
-0.684706,1,15.651547
-1.196206,1,15.819517
-1.642952,1,16.018888
-1.716558,1,16.269593
-1.570236,1,16.458212
-1.740515,1,16.623988
-1.170752,1,16.811107
-1.218639,1,17.06584
-1.777091,1,17.258407
-1.313477,1,17.456271
-1.826829,1,17.67554
-1.484621,1,17.856392
-1.853346,1,18.07248
-1.38716,1,18.325083
-1.60129,1,18.539744
-1.726925,1,18.735372
-1.70624,1,18.947348
-1.695473,1,19.166376
-1.598455,1,19.382811
-1.412153,1,19.630704
-1.908155,1,19.811816
-1.682279,1,20.009774
-1.629648,1,20.209906
-1.385377,1,20.399966
-1.821316,1,20.618372
-1.873567,1,20.768909
-1.116589,1,20.943083
-1.742305,1,21.085478
-1.314746,1,21.242575
-2.095583,1,21.461614
-1.639943,1,21.645474
-1.493279,1,21.863652
-1.79831,1,22.101086
-1.211838,1,22.318721
-1.242814,1,22.478884
-1.007517,1,22.677376
-1.256518,1,22.850182
-1.850267,1,23.068974
-1.813428,1,23.307423
-1.137471,1,23.516613
-1.22672,1,23.689192
-1.242241,1,23.909518
-1.634443,1,24.088079
-1.869358,1,24.325939
-1.831058,1,24.56327
-1.643716,1,24.744987
-1.415845,1,24.976339
-1.563257,1,25.205709
-1.753411,1,25.445577
-1.624218,1,25.654119
-1.8755,1,25.860184
-1.252239,1,26.0574
-1.597912,1,26.31704
-1.076371,1,26.475256
-1.791387,1,26.660619
-1.454858,1,26.847008
-1.956672,1,27.033896
-1.501001,1,27.313226
-1.117395,1,27.472113
-1.709529,1,27.671087
-1.943995,1,27.875538
-1.85614,1,28.074088
-1.575496,1,28.258834
-1.53722,1,28.484403
-1.721173,1,28.672079
-1.61189,1,28.855298
-1.786129,1,29.056267
-1.561578,1,29.253763
-1.481766,1,29.454672
-1.938568,1,29.642285
-1.87527,1,29.896741
-1.765156,1,30.081702
-1.218879,1,30.278891
-1.861005,1,30.510226
-1.18985,1,30.741907
-1.214107,1,30.983644
-1.462946,1,31.202026
-1.334019,1,31.457183
-1.949433,1,31.636448
-1.659641,1,31.820604
-1.842441,1,32.013186
-1.937021,1,32.19274
-1.579478,1,32.391741
-1.713942,1,32.609741
-1.463099,1,32.802425
-1.706309,1,33.001747
-1.537277,1,33.169285
-1.636216,1,33.375352
-1.660064,1,33.611153
-1.275029,1,33.82935
-1.634967,1,34.060938
-1.594052,1,34.272374
-1.690065,1,34.444118
-1.241344,1,34.641133
-1.629841,1,34.86418
-1.539321,1,35.104552
-1.411909,1,35.25238
-1.286622,1,35.483273
-1.65409,1,35.670446
-1.874317,1,35.82038
-1.337034,1,35.99544
-1.116678,1,36.208037
-1.202216,1,36.410573
-1.36823,1,36.604274
-1.6954,1,36.835117
-1.107998,1,37.036962
