#{"t_start": 1775877699.635575, "env_id": "None"}
r,l,t
41.926895,9,3.720091
41.263225,12,3.964886
24.375767,16,4.228207
22.379302,16,4.470828
31.219349,8,4.644001
20.143891,12,4.852827
46.04298,9,5.056257
8.684023,11,5.24329
36.646951,10,5.513653
41.110112,11,5.750806
38.886343,8,5.927855
53.297969,16,6.207269
32.921799,9,6.369058
35.526354,7,6.52131
35.284657,7,6.679021
43.848803,11,6.89385
34.390631,8,7.127232
11.375814,14,7.380094
32.401436,10,7.570761
33.365672,10,7.78066
39.030009,8,7.949362
35.665868,7,8.132816
41.125944,9,8.331338
34.45584,11,8.526241
29.739079,8,8.701018
33.801156,7,8.856378
41.574578,8,9.01205
8.995621,9,9.190162
23.489776,14,9.413589
35.211556,7,9.590805
37.193305,14,9.86076
40.085513,14,10.111126
39.561212,11,10.330973
36.939604,8,10.489414
33.505648,8,10.679335
32.658764,10,10.882901
14.625524,9,11.048081
12.739566,24,11.464865
37.645322,9,11.679913
17.103041,10,11.870258
20.65762,14,12.106837
41.155181,9,12.318102
32.372406,6,12.466598
10.42378,9,12.673556
22.803901,13,12.910136
36.183646,12,13.140691
25.189384,20,13.459811
18.773047,13,13.718492
20.243362,18,14.006512
11.542435,16,14.269178
31.022492,8,14.419511
31.872935,29,14.834316
33.99169,9,14.992319
19.990111,12,15.229633
40.437253,11,15.437456
11.462466,14,15.665918
18.604936,12,15.906064
37.724933,8,16.078774
24.008374,24,16.43429
19.584113,12,16.683481
35.141729,9,16.85102
48.13451,20,17.192565
10.115843,11,17.408722
10.843998,14,17.64389
13.078238,12,17.879863
43.619254,14,18.150347
44.121703,11,18.395354
34.442292,8,18.575989
45.246876,9,18.755133
6.678182,16,19.000787
30.841809,10,19.201051
4.918926,15,19.467342
41.067569,11,19.649096
33.325228,7,19.813081
32.660282,9,20.0171
34.509405,7,20.167644
34.311066,6,20.327603
16.374791,13,20.561818
42.080925,11,20.795661
39.022259,10,20.986851
22.761866,13,21.19762
23.389905,15,21.436767
12.877116,13,21.667377
27.659415,19,21.967608
25.134201,12,22.205289
11.54541,18,22.49776
38.671501,8,22.666925
19.519605,10,22.860371
20.135819,14,23.8174
11.228656,24,24.18344
24.363039,18,24.508766
19.645413,11,24.736183
23.430008,17,25.022079
31.306572,13,25.255529
37.015289,7,25.429621
1.551649,2,25.519314
16.480696,10,25.714279
35.007173,7,25.867255
36.016884,9,26.054309
39.310811,9,26.274681
49.131848,13,26.519193
31.812271,7,26.665514
30.433083,8,26.848047
32.166716,8,27.010655
14.502754,11,27.202417
-5.559303,12,27.450381
25.960433,16,27.751292
38.92908,8,27.938216
39.158391,10,28.126973
18.336895,18,28.400372
52.102281,13,28.640342
30.109388,8,28.812369
38.966877,8,29.001348
16.823255,18,29.272943
31.774224,9,29.473244
43.022614,11,29.681625
39.488293,10,29.896236
12.277995,12,30.133676
46.897475,13,30.38429
9.100167,6,30.516033
26.885241,10,30.693172
9.271297,17,30.989987
45.737479,13,31.229272
47.692973,13,31.501667
15.161516,13,31.727645
14.875082,15,32.007183
31.357374,17,32.294911
24.615165,23,32.624785
12.689117,16,32.882142
18.710593,12,33.102236
35.33183,12,33.354302
35.318972,8,33.511105
22.334423,15,33.751332
36.064494,7,33.905765
5.824142,10,34.072386
19.584755,17,34.351439
17.645628,26,34.736427
14.631241,10,34.929648
15.631608,11,35.14859
15.560572,11,35.357405
38.469212,10,35.547502
28.320302,9,35.774049
26.771219,14,36.015741
37.649338,8,36.165671
36.819897,10,36.349429
42.140176,11,36.56228
33.315176,10,36.74528
11.471424,12,37.005494
35.384682,7,37.155718
19.346982,11,37.371546
29.977216,14,37.609076
34.912914,9,37.821894
13.425388,16,38.091576
34.284471,9,38.292899
15.543525,12,38.533819
37.737854,8,38.70265
15.923467,22,39.018015
25.406266,14,39.248975
23.164444,13,39.490311
22.557381,14,39.731468
20.580704,19,40.03817
