#{"t_start": 1775533985.60489, "env_id": "None"}
r,l,t
-1.45228,1,2.332398
-1.106598,1,2.620328
-1.099162,1,2.84596
-1.169664,1,3.0852
-1.702707,1,3.318317
-2.151216,1,3.551904
-0.978229,1,3.7712
-1.96658,1,4.054639
-1.907027,1,4.346042
-1.677103,1,4.572674
-1.809322,1,4.807347
-1.679622,1,5.061206
-1.617477,1,5.315455
-1.125376,1,5.591776
-1.279994,1,5.838862
-1.128807,1,6.07792
-1.359138,1,6.33245
-2.069597,1,6.575729
-1.247927,1,6.841098
-1.563262,1,7.105402
-1.694169,1,7.37616
-1.295315,1,7.589859
-1.759386,1,7.874863
-1.320949,1,8.110572
-1.086828,1,8.326016
-1.373873,1,8.583713
-1.896816,1,8.840698
-1.775852,1,9.069932
-1.569565,1,9.294392
-1.715017,1,9.561055
-1.098694,1,9.780792
-1.784804,1,10.036742
-1.838367,1,10.265975
-0.921542,1,10.497507
-1.658526,1,10.808039
-1.510338,1,11.053001
-0.677114,1,11.274067
-1.186548,1,11.519196
-1.838671,1,11.749968
-1.693537,1,12.021039
-1.206701,1,12.289767
-1.237921,1,12.547674
-1.038946,1,12.80067
-1.003866,1,13.068722
-1.585318,1,13.320092
-1.903989,1,13.595606
-1.554202,1,13.86341
-0.643914,1,14.094416
-0.684027,1,14.339
-1.326928,1,14.630591
-1.432107,1,14.855791
-1.886504,1,15.126108
-1.979282,1,15.383773
-0.968735,1,15.63289
-1.745342,1,15.915486
-1.392452,1,16.122722
-1.86825,1,16.332382
-1.582851,1,16.577523
-1.338674,1,16.803499
-1.898951,1,16.999394
-1.58022,1,17.216374
-1.239059,1,17.425084
-0.97281,1,17.665944
-1.660694,1,17.915154
-1.045082,1,18.106556
-1.253575,1,18.409563
-1.442139,1,18.69097
-1.299837,1,18.903647
-1.53986,1,19.130325
-1.342411,1,19.299726
-1.693995,1,19.495394
-1.495508,1,19.696043
-1.708097,1,19.890339
-1.352886,1,20.100752
-1.569483,1,20.272105
-1.945729,1,20.45612
