#{"t_start": 1775533985.6239936, "env_id": "None"}
r,l,t
-1.462376,1,2.312337
-1.765765,1,2.601883
-1.092931,1,2.830113
-1.193794,1,3.065804
-1.520409,1,3.298682
-2.041059,1,3.546131
-0.932179,1,3.750823
-1.706631,1,4.03494
-1.3798,1,4.325621
-0.616029,1,4.555928
-1.310814,1,4.787955
-1.780368,1,5.042524
-1.535018,1,5.295537
-1.1882,1,5.572769
-1.999301,1,5.819795
-1.677611,1,6.060187
-1.223625,1,6.313882
-1.962366,1,6.555776
-1.82921,1,6.821646
-0.909393,1,7.087137
-1.768849,1,7.356367
-1.631523,1,7.570421
-1.300277,1,7.855272
-1.762606,1,8.088838
-1.128259,1,8.308351
-1.200209,1,8.565125
-1.327435,1,8.821811
-1.466364,1,9.051553
-1.103334,1,9.279347
-1.721716,1,9.546773
-1.75238,1,9.761814
-1.929734,1,10.019068
-1.691192,1,10.246699
-0.955407,1,10.480557
-1.622995,1,10.788792
-1.83165,1,11.033295
-1.117171,1,11.255085
-1.966052,1,11.50027
-1.966717,1,11.732268
-2.238453,1,12.002286
-1.343066,1,12.270452
-1.229048,1,12.529561
-1.59929,1,12.780962
-1.557763,1,13.048993
-1.150592,1,13.302631
-1.316184,1,13.574026
-1.595702,1,13.845253
-1.588057,1,14.074371
-0.646638,1,14.317074
-1.347077,1,14.610828
-1.521432,1,14.837645
-1.665765,1,15.106542
-1.269886,1,15.365845
-1.104096,1,15.61199
-1.513478,1,15.896407
-1.739973,1,16.104819
-1.050174,1,16.312443
-1.512061,1,16.557762
-1.155706,1,16.783502
-1.515934,1,16.979753
-1.515259,1,17.197422
-0.979075,1,17.405964
-1.01715,1,17.647364
-1.761692,1,17.895912
-1.279857,1,18.088908
-1.872165,1,18.392357
-0.941315,1,18.671181
-1.143767,1,18.884338
-1.167945,1,19.110919
-1.612853,1,19.280847
-1.825856,1,19.476296
-1.269553,1,19.676378
-1.679953,1,19.871373
-1.663516,1,20.081498
-1.073664,1,20.253163
-1.963387,1,20.435646
-1.91524,1,20.668635
-1.711164,1,20.892253
-1.568668,1,21.095427
-1.306706,1,21.347578
-1.78315,1,21.535344
-0.961162,1,21.756354
-1.983336,1,21.922546
-1.123073,1,22.140361
-1.753595,1,22.350239
-1.030838,1,22.545229
-0.55855,1,22.744956
-1.525394,1,22.946619
-1.415347,1,23.192081
-1.548131,1,23.405828
-1.755975,1,23.624237
-1.516419,1,23.83199
-1.058075,1,24.010533
-1.261002,1,24.187826
-1.617981,1,24.388504
-1.427015,1,24.598039
-1.807696,1,24.807746
-1.42119,1,24.988314
-1.326344,1,25.190874
-1.797145,1,25.393794
-1.632817,1,25.584519
-0.689305,1,25.744783
-1.792582,1,25.93329
-1.675788,1,26.141133
-1.433079,1,26.368578
-1.70884,1,26.602496
-1.263592,1,26.828693
-1.650761,1,27.028286
-1.611469,1,27.210742
-1.198589,1,27.423766
-1.024132,1,27.598686
-1.375254,1,27.787501
-1.393585,1,27.989977
-1.014024,1,28.18405
-1.273134,1,28.397795
-1.733786,1,28.595797
-0.631867,1,28.834267
-1.061938,1,29.09282
-1.27284,1,29.339502
-1.65931,1,29.557223
-1.977443,1,29.759529
-1.768179,1,29.963031
-1.576991,1,30.191029
-1.671775,1,30.415959
-1.571478,1,30.645787
-1.642649,1,30.933796
-1.602423,1,31.207957
-1.586704,1,31.43294
-1.507326,1,31.670723
-1.748886,1,31.890249
-1.860186,1,32.105914
-1.410676,1,32.362914
-1.227742,1,32.593866
-1.819165,1,32.81874
-1.537091,1,33.026053
-1.578153,1,33.263017
-1.392435,1,33.460583
-1.355641,1,33.677477
-1.08025,1,33.907704
-1.132152,1,34.122657
-1.194849,1,34.381707
-1.651041,1,34.586735
-1.194076,1,34.782568
-1.727696,1,35.031892
-1.275442,1,35.261624
-1.425537,1,35.460013
-1.932652,1,35.678567
-1.377566,1,35.901946
-0.526673,1,36.106209
-0.949307,1,36.318936
-1.097688,1,36.499247
-1.646754,1,36.752402
-1.906365,1,37.040065
-1.557789,1,37.21207
-1.811349,1,37.459016
-1.905516,1,37.636437
-1.650279,1,37.829659
-2.081557,1,38.017094
-1.060629,1,38.245537
-1.577703,1,38.445851
-1.854097,1,38.669081
-1.122342,1,38.90979
-1.544818,1,39.119842
-1.036463,1,39.303225
-1.415232,1,39.472753
-1.911227,1,39.69342
-2.096049,1,39.904525
-1.741177,1,40.132176
-1.58665,1,40.39074
-1.607108,1,40.59442
-1.819183,1,40.830002
-1.185582,1,41.092704
-1.259177,1,41.279014
-1.639398,1,41.494293
-1.751253,1,41.707101
-1.385563,1,41.904062
-1.786124,1,42.121885
-1.39785,1,42.328768
-1.624009,1,42.561347
-1.298251,1,42.761002
-1.88419,1,42.964954
-1.820169,1,43.201076
-1.125414,1,43.488549
-1.542653,1,43.730251
-1.89496,1,43.942563
-1.83054,1,44.176483
-1.475602,1,44.384817
-1.206573,1,44.615417
-1.278933,1,44.86255
-1.299596,1,45.072001
-1.194443,1,45.289791
-1.261417,1,45.557486
-1.833174,1,45.793853
-1.285441,1,46.023129
-1.050326,1,46.280681
-1.853847,1,46.496432
-1.32136,1,46.737904
-1.566734,1,47.010384
-1.612858,1,47.225743
-1.668282,1,47.434218
-1.838254,1,47.623912
-1.742511,1,47.852452
-1.618708,1,48.081764
-1.23704,1,48.287832
-1.706091,1,48.480107
-2.09713,1,48.691081
-1.315365,1,48.880136
-1.831523,1,49.072119
-1.11533,1,49.305254
-1.916218,1,49.522472
-1.350409,1,49.745843
-1.83791,1,49.977421
-1.233016,1,50.228829
-1.480678,1,50.44631
-1.577273,1,50.696025
-1.529963,1,50.945835
-1.271679,1,51.199014
-1.088699,1,51.41811
-1.695084,1,51.612593
-1.710101,1,51.830689
-1.762341,1,52.057607
-1.420907,1,52.308097
-1.517059,1,52.563063
-1.649526,1,52.801323
-1.409402,1,53.008287
-1.407195,1,53.24121
-1.84187,1,53.425686
-1.799437,1,53.647659
-1.208315,1,53.909114
-1.079521,1,54.134166
-1.708899,1,54.369287
-1.259684,1,54.583814
-1.266162,1,54.805651
-1.482005,1,54.997765
-1.701729,1,55.19804
-1.716379,1,55.449543
-1.173812,1,55.670784
-1.260241,1,55.901581
-1.124214,1,56.089622
-1.228102,1,56.262082
-1.253397,1,56.461748
-1.223317,1,56.674936
-1.65706,1,56.894108
-1.342663,1,57.132869
-1.064847,1,57.360991
-1.371796,1,57.563953
-1.409344,1,57.780985
-1.835361,1,58.018944
-1.447338,1,58.236965
-1.296193,1,58.429996
-1.660816,1,58.651913
-1.351541,1,58.94429
-1.699768,1,59.208918
-1.812105,1,59.434675
-1.079336,1,59.673703
-1.565742,1,59.887118
-1.274398,1,60.406114
-1.69491,1,60.636059
-1.829859,1,60.880183
-1.71456,1,61.090525
-1.296359,1,61.33725
-1.426513,1,61.563475
-1.693775,1,61.783791
-1.259985,1,61.993099
-2.251786,1,62.200929
-1.527339,1,62.39618
-0.979278,1,62.560898
-1.282371,1,62.747253
-1.788963,1,62.929878
-1.831838,1,63.150402
-1.502847,1,63.40583
-1.254667,1,63.661217
-1.613985,1,63.851338
-1.488372,1,64.062487
-1.44682,1,64.234169
-0.968058,1,64.429096
-1.668729,1,64.646306
-1.91729,1,64.871806
-1.841948,1,65.096649
-1.757037,1,65.273518
